EmpID,Age,AgeGroup,Attrition,EmploymentStatus,BusinessTravel,DailyRate,Department,DistanceFromHome(KM),Education,EducationLevel,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,SalarySlabOrder,HourlyRate,NumCompaniesWorked,Over18,OverTime,OvertimeHoursMonthly,SalaryHike %,PerformanceRating,RelationshipSatisfaction,StandardWorkingHours,StockOptionLevel,TotalExperience(Years),TrainingsLastYear,TrainingHours,WorkLifeBalance,YearsatCompany,YearsinCurrentRole,YearsSincePromotion,YearsWithCurrManager,HireDate,ExitDate,OfficeLocation,WorkMode,EmploymentType,EngagementScore,AbsenceDays,ManagerRating,AnnualBonus,RecruitmentSource,LastPromotionDate,PromotionStatus,ExitReason,SnapshotDate
NX00726,44,36-45,No,Active,Non-Travel,11068.18,Product,15,4,Master's,Business,1,10726,4,Female,4,4,Product Manager,4,Single,243500,25+ LPA,6,1383.52,3,Y,No,0,14,4,3,160,2,20,5,55,4,2,2,2,2,2023-12-28,,Pune,Hybrid,Full-time,75,0,3,468000,Employee Referral,,Not Yet Promoted,,2026-05-31
NX00727,47,46-55,Yes,Exited,Travel_Frequently,5545.45,Operations,3,4,Master's,Supply Chain,1,10727,2,Male,3,4,Operations Manager,2,Married,122000,12-18 LPA,4,693.18,5,Y,Yes,29,14,4,4,160,2,25,2,24,3,5,2,5,2,2019-08-16,2024-08-24,Chennai,On-site,Full-time,59,16,3,234000,Recruitment Agency,,Not Yet Promoted,Better Opportunity,2026-05-31
NX00728,31,26-35,No,Active,Non-Travel,2935.23,Operations,9,2,Diploma,Business,1,10728,4,Male,4,2,Supply Chain Analyst,3,Single,64575,5-8 LPA,2,366.9,3,Y,No,20,12,3,4,160,0,9,4,34,5,0,0,0,0,2025-09-17,,Jaipur,Hybrid,Contract,83,9,3,54000,Job Portal,,Not Yet Promoted,,2026-05-31
NX00729,45,36-45,No,Active,Travel_Rarely,7068.18,Sales,4,3,Bachelor's,Business,1,10729,4,Female,3,4,Sales Manager,3,Married,155500,18-25 LPA,5,883.52,4,Y,No,0,12,3,3,160,2,16,3,28,4,3,1,2,2,2023-04-09,,Bengaluru,On-site,Full-time,78,5,4,261000,Recruitment Agency,2023-06-28,Promoted,,2026-05-31
NX00730,31,26-35,Yes,Exited,Travel_Rarely,3568.18,Engineering,7,3,Bachelor's,Computer Science,1,10730,3,Female,4,2,Software Engineer,4,Married,78500,8-12 LPA,3,446.02,2,Y,Yes,18,10,3,3,160,1,6,3,22,3,0,0,0,0,2025-04-18,2025-08-29,Bengaluru,On-site,Full-time,74,1,3,66000,Employee Referral,,Not Yet Promoted,Compensation,2026-05-31
NX00731,32,26-35,No,Active,Travel_Rarely,3727.27,Engineering,12,5,Doctorate,Computer Science,1,10731,4,Female,4,2,Software Engineer,4,Single,82000,8-12 LPA,3,465.91,3,Y,Yes,29,15,4,4,160,1,6,3,26,3,5,1,5,2,2021-05-12,,Bengaluru,Remote,Full-time,65,2,3,89000,Employee Referral,,Not Yet Promoted,,2026-05-31
NX00732,27,26-35,No,Active,Non-Travel,2045.45,Operations,2,3,Bachelor's,Supply Chain,1,10732,3,Female,3,1,Operations Executive,4,Married,45000,5-8 LPA,2,255.68,3,Y,No,2,9,3,3,160,0,5,3,19,3,4,1,4,4,2021-05-31,,Gurugram,On-site,Full-time,72,1,3,27000,Company Careers Page,2022-03-13,Promoted,,2026-05-31
NX00733,29,26-35,No,Active,Travel_Rarely,4340.91,Engineering,11,3,Bachelor's,Other,1,10733,3,Female,4,2,Software Engineer,4,Married,95500,8-12 LPA,3,542.61,2,Y,No,0,14,3,3,160,0,3,4,38,4,3,2,1,1,2023-05-31,,Bengaluru,Hybrid,Full-time,84,2,3,80000,Employee Referral,2024-09-20,Promoted,,2026-05-31
NX00734,32,26-35,No,Active,Travel_Rarely,2340.91,Customer Success,10,3,Bachelor's,Commerce,1,10734,5,Female,3,2,Support Specialist,5,Married,51500,5-8 LPA,2,292.61,2,Y,No,0,16,4,2,160,1,6,3,29,4,1,0,1,0,2024-08-05,,Bengaluru,Hybrid,Full-time,83,10,3,56000,Recruitment Agency,2025-01-15,Promoted,,2026-05-31
NX00735,27,26-35,No,Active,Travel_Rarely,1750.0,Customer Success,17,2,Diploma,Business,1,10735,4,Male,4,1,Customer Success Associate,4,Married,38500,Below 5 LPA,1,218.75,2,Y,No,0,11,2,3,160,1,5,2,11,3,4,3,1,4,2021-05-31,,Mumbai,Hybrid,Full-time,91,2,4,14000,Company Careers Page,2024-11-28,Promoted,,2026-05-31
NX00736,27,26-35,No,Active,Travel_Rarely,2454.55,Engineering,1,4,Master's,Other,1,10736,5,Female,3,1,QA Engineer,4,Married,54000,5-8 LPA,2,306.82,2,Y,No,3,16,5,5,160,1,3,2,18,3,3,1,3,1,2023-05-31,,Bengaluru,Hybrid,Full-time,82,9,5,58000,Company Careers Page,,Not Yet Promoted,,2026-05-31
NX00737,36,36-45,No,Active,Travel_Rarely,5545.45,Product,3,3,Bachelor's,Design,1,10737,4,Female,4,3,Product Manager,3,Married,122000,12-18 LPA,4,693.18,2,Y,Yes,22,13,4,3,160,3,11,3,21,4,4,0,1,2,2021-11-14,,Gurugram,Remote,Full-time,66,0,4,176000,Campus Hiring,2024-07-21,Promoted,,2026-05-31
NX00738,25,18-25,No,Active,Travel_Rarely,2340.91,Engineering,13,3,Bachelor's,Engineering,1,10738,4,Female,4,1,Software Engineer,5,Single,51500,5-8 LPA,2,292.61,2,Y,No,8,10,3,4,160,0,4,1,13,4,1,1,1,0,2024-09-24,,Chennai,Remote,Full-time,98,4,4,31000,Recruitment Agency,,Not Yet Promoted,,2026-05-31
NX00739,35,26-35,No,Active,Non-Travel,5113.64,Marketing,6,3,Bachelor's,Business,1,10739,5,Female,4,3,Digital Marketing Specialist,3,Single,112500,12-18 LPA,4,639.2,2,Y,No,4,14,4,4,160,2,12,6,39,3,0,0,0,0,2026-01-01,,Pune,Hybrid,Full-time,76,3,2,162000,Employee Referral,,Not Yet Promoted,,2026-05-31
NX00740,42,36-45,No,Active,Non-Travel,11409.09,Engineering,5,2,Diploma,Engineering,1,10740,2,Male,3,4,Engineering Manager,4,Married,251000,25+ LPA,6,1426.14,4,Y,No,4,15,3,2,160,2,20,3,32,4,6,0,4,3,2020-05-02,,Bengaluru,Hybrid,Full-time,75,3,4,422000,LinkedIn,2022-01-28,Promoted,,2026-05-31
NX00741,38,36-45,Yes,Exited,Travel_Rarely,6037.5,Sales,14,4,Master's,Business,1,10741,2,Female,3,3,Senior Account Manager,3,Single,132825,12-18 LPA,4,754.69,1,Y,No,0,15,4,4,160,0,7,2,19,3,7,3,0,1,2018-04-17,2025-04-17,Bengaluru,On-site,Contract,58,4,3,191000,Employee Referral,2024-09-24,Promoted,Relocation,2026-05-31
NX00742,21,18-25,No,Active,Travel_Rarely,818.18,Engineering,16,4,Master's,Engineering,1,10742,3,Male,4,1,Data Engineer,2,Married,18000,Below 5 LPA,1,102.27,1,Y,No,3,12,4,4,160,0,0,4,33,3,0,0,0,0,2025-08-12,,Pune,On-site,Intern,70,1,3,15000,Company Careers Page,,Not Yet Promoted,,2026-05-31
NX00743,44,36-45,No,Active,Travel_Rarely,7181.82,Operations,2,4,Master's,Business,1,10743,2,Female,3,4,Operations Manager,4,Married,158000,18-25 LPA,5,897.73,4,Y,No,0,8,3,5,160,3,16,0,7,5,4,3,0,1,2022-01-18,,Mumbai,On-site,Full-time,74,2,3,265000,Employee Referral,2026-01-03,Promoted,,2026-05-31
NX00744,31,26-35,Yes,Exited,Travel_Rarely,3794.32,Engineering,13,3,Bachelor's,Engineering,1,10744,4,Male,4,2,Data Engineer,4,Married,83475,8-12 LPA,3,474.29,3,Y,Yes,38,14,4,4,160,0,9,6,35,4,4,1,3,1,2020-08-01,2025-02-18,Chennai,Hybrid,Contract,79,0,4,90000,LinkedIn,2022-01-11,Promoted,Work-Life Balance,2026-05-31
NX00745,28,26-35,No,Active,Non-Travel,3579.55,Finance,10,4,Master's,Finance,1,10745,4,Male,4,2,Accountant,3,Married,78750,8-12 LPA,3,447.44,2,Y,No,0,16,5,3,160,0,5,3,21,3,0,0,0,0,2025-11-22,,Gurugram,Hybrid,Contract,98,2,5,104000,Campus Hiring,,Not Yet Promoted,,2026-05-31
NX00746,26,26-35,No,Active,Travel_Rarely,1863.64,Product,4,2,Diploma,Engineering,1,10746,3,Male,4,1,Product Analyst,5,Single,41000,Below 5 LPA,1,232.95,2,Y,No,9,11,3,4,160,0,4,4,27,2,4,3,1,2,2022-05-31,,Pune,Remote,Full-time,84,8,4,25000,LinkedIn,2024-11-28,Promoted,,2026-05-31
NX00747,32,26-35,Yes,Exited,Travel_Rarely,3340.91,Finance,7,3,Bachelor's,Finance,1,10747,2,Female,3,2,Financial Analyst,2,Married,73500,8-12 LPA,3,417.61,2,Y,Yes,22,9,3,3,160,1,10,3,34,3,1,1,1,1,2023-11-04,2025-10-08,Bengaluru,On-site,Full-time,47,11,2,62000,LinkedIn,,Not Yet Promoted,Compensation,2026-05-31
NX00748,28,26-35,No,Active,Travel_Rarely,3545.45,Operations,3,4,Master's,Business,1,10748,4,Female,3,2,Supply Chain Analyst,3,Single,78000,8-12 LPA,3,443.18,3,Y,No,7,16,4,4,160,1,6,2,25,5,2,1,0,2,2023-10-17,,Bengaluru,Hybrid,Full-time,74,4,3,84000,Campus Hiring,2025-11-23,Promoted,,2026-05-31
NX00749,26,26-35,No,Active,Travel_Frequently,1909.09,Sales,7,3,Bachelor's,Business,1,10749,4,Female,4,1,Sales Executive,5,Single,42000,5-8 LPA,2,238.64,1,Y,No,5,9,3,3,160,0,5,5,50,3,4,1,4,0,2021-05-31,,Mumbai,Remote,Full-time,96,0,4,25000,Campus Hiring,,Not Yet Promoted,,2026-05-31
NX00750,27,26-35,No,Active,Travel_Rarely,1954.55,Engineering,8,4,Master's,Engineering,1,10750,5,Male,3,1,QA Engineer,3,Divorced,43000,5-8 LPA,2,244.32,0,Y,No,5,14,3,4,160,0,1,1,11,4,0,0,0,0,2025-05-31,,Jaipur,Hybrid,Full-time,91,14,4,26000,Campus Hiring,,Not Yet Promoted,,2026-05-31
NX00751,28,26-35,No,Active,Non-Travel,1454.55,Customer Success,8,4,Master's,Commerce,1,10751,3,Non-binary,4,1,Customer Success Associate,4,Single,32000,Below 5 LPA,1,181.82,2,Y,No,0,17,4,3,160,1,5,6,62,4,1,1,1,1,2024-07-18,,Gurugram,Hybrid,Full-time,78,3,3,27000,LinkedIn,,Not Yet Promoted,,2026-05-31
NX00752,47,46-55,No,Active,Non-Travel,11340.91,Engineering,4,3,Bachelor's,Computer Science,1,10752,3,Male,4,4,Engineering Manager,3,Single,249500,25+ LPA,6,1417.61,4,Y,Yes,18,14,3,3,160,3,17,6,43,2,5,3,5,3,2021-01-14,,Mumbai,Hybrid,Full-time,62,6,3,419000,Employee Referral,,Not Yet Promoted,,2026-05-31
NX00753,22,18-25,No,Active,Travel_Frequently,1813.64,Operations,22,5,Doctorate,Commerce,1,10753,4,Male,3,1,Operations Executive,3,Married,39900,Below 5 LPA,1,226.7,6,Y,No,4,14,3,3,160,0,0,4,31,3,0,0,0,0,2025-08-12,,Hyderabad,Hybrid,Contract,66,0,2,24000,Employee Referral,,Not Yet Promoted,,2026-05-31
NX00754,24,18-25,No,Active,Non-Travel,1522.73,Sales,4,4,Master's,Business,1,10754,3,Female,4,1,Sales Executive,4,Single,33500,Below 5 LPA,1,190.34,3,Y,Yes,28,14,4,4,160,0,3,3,31,3,2,2,0,2,2023-08-11,,Gurugram,Hybrid,Full-time,66,5,2,28000,Company Careers Page,2025-09-14,Promoted,,2026-05-31
NX00755,34,26-35,No,Active,Travel_Rarely,4909.09,Engineering,8,3,Bachelor's,Engineering,1,10755,3,Male,3,2,Data Engineer,2,Single,108000,12-18 LPA,4,613.64,1,Y,No,0,18,5,3,160,0,3,1,11,4,1,1,1,0,2025-03-05,,Mumbai,Remote,Full-time,83,2,5,143000,LinkedIn,,Not Yet Promoted,,2026-05-31
NX00756,26,26-35,No,Active,Travel_Frequently,3579.55,Sales,10,3,Bachelor's,Business,1,10756,3,Male,4,2,Account Manager,4,Single,78750,8-12 LPA,3,447.44,2,Y,No,7,16,4,4,160,0,4,5,38,4,4,1,0,2,2022-05-31,,Gurugram,Remote,Contract,89,2,3,85000,Company Careers Page,2025-07-14,Promoted,,2026-05-31
NX00757,41,36-45,No,Active,Non-Travel,9136.36,Marketing,10,4,Master's,Marketing,1,10757,4,Male,5,4,Marketing Manager,5,Married,201000,18-25 LPA,5,1142.05,5,Y,No,0,11,4,3,160,2,14,2,14,3,1,1,1,1,2025-02-14,,Bengaluru,Remote,Full-time,93,1,4,386000,Company Careers Page,,Not Yet Promoted,,2026-05-31
NX00758,23,18-25,Yes,Exited,Travel_Rarely,1727.27,Sales,5,2,Diploma,Marketing,1,10758,2,Female,4,1,Sales Executive,4,Married,38000,Below 5 LPA,1,215.91,0,Y,Yes,29,15,4,4,160,1,1,1,13,1,0,0,0,0,2024-05-15,2025-05-15,Pune,Hybrid,Full-time,62,10,4,32000,Company Careers Page,,Not Yet Promoted,Work-Life Balance,2026-05-31
NX00759,21,18-25,No,Active,Travel_Rarely,1590.91,Sales,10,2,Diploma,Marketing,1,10759,4,Male,3,1,Sales Executive,3,Single,35000,Below 5 LPA,1,198.86,0,Y,Yes,18,13,3,3,160,0,0,2,20,1,0,0,0,0,2025-08-12,,Bengaluru,Remote,Full-time,60,13,3,21000,Campus Hiring,,Not Yet Promoted,,2026-05-31
NX00760,34,26-35,No,Active,Travel_Rarely,7795.45,Product,4,3,Bachelor's,Other,1,10760,3,Male,3,3,Product Manager,4,Single,171500,18-25 LPA,5,974.43,2,Y,No,0,10,3,3,160,1,11,1,16,2,3,2,0,2,2022-09-19,,Gurugram,Remote,Full-time,74,3,4,206000,LinkedIn,2025-11-03,Promoted,,2026-05-31
NX00761,50,46-55,No,Active,Travel_Rarely,16886.36,Engineering,31,3,Bachelor's,Computer Science,1,10761,4,Female,2,5,Engineering Manager,4,Married,371500,25+ LPA,6,2110.8,4,Y,No,7,14,4,3,160,2,27,6,51,3,1,1,0,0,2024-06-21,,Hyderabad,Hybrid,Full-time,84,11,4,892000,Employee Referral,2026-02-21,Promoted,,2026-05-31
NX00762,33,26-35,No,Active,Non-Travel,6704.55,Engineering,4,4,Master's,Computer Science,1,10762,5,Male,5,3,Senior Software Engineer,4,Married,147500,12-18 LPA,4,838.07,4,Y,No,0,10,4,3,160,2,10,4,47,3,2,1,2,1,2023-09-25,,Hyderabad,Remote,Full-time,86,6,3,212000,Campus Hiring,,Not Yet Promoted,,2026-05-31
NX00763,43,36-45,No,Active,Travel_Rarely,7159.09,Marketing,7,3,Bachelor's,Marketing,1,10763,4,Male,4,4,Marketing Manager,5,Single,157500,18-25 LPA,5,894.89,7,Y,No,0,16,4,4,160,3,20,4,25,4,6,3,5,3,2019-12-16,,Chennai,Hybrid,Full-time,89,9,3,302000,Company Careers Page,2021-03-26,Promoted,,2026-05-31
NX00764,24,18-25,No,Active,Travel_Rarely,1931.82,Engineering,1,3,Bachelor's,Engineering,1,10764,3,Male,5,1,QA Engineer,4,Married,42500,5-8 LPA,2,241.48,0,Y,No,0,14,4,4,160,0,2,3,28,3,0,0,0,0,2026-01-14,,Bengaluru,Hybrid,Full-time,71,4,4,36000,Employee Referral,,Not Yet Promoted,,2026-05-31
NX00765,26,26-35,No,Active,Travel_Rarely,1568.18,Operations,9,1,High School,Engineering,1,10765,3,Female,5,1,Operations Executive,5,Married,34500,Below 5 LPA,1,196.02,2,Y,No,9,11,3,3,160,0,1,5,35,4,0,0,0,0,2025-05-31,,Mumbai,On-site,Full-time,96,0,4,21000,Recruitment Agency,,Not Yet Promoted,,2026-05-31
NX00766,37,36-45,No,Active,Travel_Rarely,6613.64,Engineering,1,3,Bachelor's,Data Science,1,10766,4,Male,5,3,DevOps Engineer,4,Married,145500,12-18 LPA,4,826.7,5,Y,Yes,22,18,3,4,160,1,14,4,25,4,6,1,5,4,2019-08-01,,Bengaluru,Remote,Full-time,85,1,4,175000,Employee Referral,2021-04-05,Promoted,,2026-05-31
NX00767,25,18-25,No,Active,Non-Travel,1136.36,Operations,15,3,Bachelor's,Business,1,10767,2,Female,5,1,Operations Manager,4,Married,25000,Below 5 LPA,1,142.05,3,Y,No,12,12,3,3,160,0,3,1,9,5,1,0,1,1,2025-03-19,,Gurugram,On-site,Intern,83,5,4,15000,Employee Referral,,Not Yet Promoted,,2026-05-31
NX00768,40,36-45,No,Active,Travel_Rarely,10818.18,Engineering,2,3,Bachelor's,Other,1,10768,5,Male,3,4,Senior Software Engineer,5,Married,238000,25+ LPA,6,1352.27,5,Y,No,11,9,3,3,160,3,19,4,32,3,5,0,4,4,2020-05-31,,Bengaluru,Hybrid,Full-time,98,3,5,400000,Company Careers Page,2021-06-14,Promoted,,2026-05-31
NX00769,31,26-35,No,Active,Travel_Rarely,6295.45,Engineering,1,3,Bachelor's,Computer Science,1,10769,4,Female,2,3,Data Engineer,3,Married,138500,12-18 LPA,4,786.93,2,Y,No,0,14,5,3,160,2,8,2,18,4,4,2,1,3,2021-12-12,,Hyderabad,On-site,Full-time,69,5,5,233000,Company Careers Page,2024-06-21,Promoted,,2026-05-31
NX00770,25,18-25,No,Active,Travel_Rarely,818.18,Operations,6,4,Master's,Engineering,1,10770,4,Male,3,1,Operations Manager,5,Single,18000,Below 5 LPA,1,102.27,4,Y,No,0,10,3,4,160,0,3,1,11,4,1,1,1,0,2025-03-19,,Gurugram,Hybrid,Intern,91,7,3,11000,LinkedIn,,Not Yet Promoted,,2026-05-31
NX00771,34,26-35,No,Active,Non-Travel,4000.0,Engineering,16,3,Bachelor's,Computer Science,1,10771,4,Female,3,2,QA Engineer,4,Single,88000,8-12 LPA,3,500.0,4,Y,Yes,22,13,4,5,160,2,7,6,47,3,2,2,0,2,2023-08-31,,Bengaluru,Hybrid,Full-time,67,1,4,95000,Employee Referral,2026-02-14,Promoted,,2026-05-31
NX00772,44,36-45,No,Active,Travel_Rarely,11704.55,Engineering,3,4,Master's,Computer Science,1,10772,4,Male,3,4,Engineering Manager,3,Single,257500,25+ LPA,6,1463.07,3,Y,Yes,23,7,2,4,160,3,17,3,25,4,2,1,0,2,2023-12-19,,Hyderabad,Remote,Full-time,89,11,5,371000,Employee Referral,2026-04-04,Promoted,,2026-05-31
NX00773,23,18-25,Yes,Exited,Travel_Frequently,1863.64,Sales,8,4,Master's,Marketing,1,10773,2,Male,3,1,Sales Executive,2,Married,41000,Below 5 LPA,1,232.95,3,Y,No,7,10,3,4,160,1,1,4,30,5,0,0,0,0,2024-06-22,2025-06-22,Bengaluru,On-site,Full-time,66,8,3,25000,Campus Hiring,,Not Yet Promoted,Personal Reasons,2026-05-31
NX00774,30,26-35,No,Active,Travel_Rarely,4795.45,Engineering,8,1,High School,Engineering,1,10774,4,Male,5,2,Software Engineer,3,Divorced,105500,12-18 LPA,4,599.43,3,Y,Yes,23,18,5,4,160,0,8,6,37,3,1,1,1,1,2024-10-24,,Gurugram,Hybrid,Full-time,80,8,4,139000,Company Careers Page,,Not Yet Promoted,,2026-05-31
NX00775,38,36-45,Yes,Exited,Travel_Rarely,6159.09,Customer Success,8,3,Bachelor's,Business,1,10775,2,Male,3,4,Customer Success Manager,5,Married,135500,12-18 LPA,4,769.89,5,Y,No,15,12,3,5,160,3,16,3,26,3,3,2,1,2,2021-06-22,2024-10-07,Pune,Hybrid,Full-time,75,0,2,228000,Campus Hiring,2023-03-22,Promoted,Work-Life Balance,2026-05-31
NX00776,50,46-55,No,Active,Non-Travel,12113.64,Operations,9,3,Bachelor's,Other,1,10776,3,Female,4,5,Operations Manager,5,Single,266500,25+ LPA,6,1514.2,4,Y,No,9,12,4,4,160,2,28,4,32,2,4,1,4,3,2022-01-20,,Pune,Hybrid,Full-time,77,8,4,640000,Company Careers Page,,Not Yet Promoted,,2026-05-31
NX00777,34,26-35,No,Active,Non-Travel,7181.82,Operations,2,3,Bachelor's,Commerce,1,10777,5,Female,5,4,Operations Manager,3,Married,158000,18-25 LPA,5,897.73,2,Y,Yes,15,17,3,4,160,3,13,4,37,2,3,1,1,1,2023-01-14,,Chennai,Hybrid,Full-time,82,6,5,265000,Campus Hiring,2025-04-18,Promoted,,2026-05-31
NX00778,36,36-45,No,Active,Non-Travel,4454.55,Customer Success,1,3,Bachelor's,Commerce,1,10778,2,Male,5,3,Customer Success Manager,4,Single,98000,8-12 LPA,3,556.82,2,Y,No,14,15,4,4,160,0,13,4,39,4,1,0,1,0,2025-05-20,,Bengaluru,On-site,Full-time,77,4,4,141000,Employee Referral,,Not Yet Promoted,,2026-05-31
NX00779,26,26-35,No,Active,Travel_Rarely,1818.18,Operations,4,3,Bachelor's,Commerce,1,10779,3,Male,3,1,Operations Executive,4,Single,40000,Below 5 LPA,1,227.27,4,Y,No,2,16,4,3,160,0,4,1,11,3,4,2,3,3,2022-05-31,,Bengaluru,Hybrid,Full-time,77,3,3,34000,Campus Hiring,2023-04-05,Promoted,,2026-05-31
NX00780,30,26-35,No,Active,Travel_Rarely,2977.27,Marketing,11,3,Bachelor's,Other,1,10780,5,Male,4,2,Digital Marketing Specialist,5,Single,65500,5-8 LPA,2,372.16,2,Y,No,0,17,4,3,160,1,7,4,43,4,7,2,2,4,2019-05-31,,Gurugram,Hybrid,Full-time,98,2,4,71000,Company Careers Page,2024-03-04,Promoted,,2026-05-31
NX00781,39,36-45,No,Active,Non-Travel,4727.27,Finance,13,3,Bachelor's,Finance,1,10781,3,Male,3,3,Senior Financial Analyst,4,Married,104000,12-18 LPA,4,590.91,3,Y,No,7,13,3,5,160,0,11,6,51,3,0,0,0,0,2025-12-03,,Hyderabad,Hybrid,Full-time,66,3,4,125000,Employee Referral,,Not Yet Promoted,,2026-05-31
NX00782,29,26-35,No,Active,Non-Travel,1590.91,Customer Success,9,4,Master's,Commerce,1,10782,4,Female,3,1,Support Specialist,3,Married,35000,Below 5 LPA,1,198.86,2,Y,Yes,24,15,4,3,160,0,5,5,55,3,3,1,2,0,2023-01-14,,Chennai,Hybrid,Full-time,67,17,2,29000,LinkedIn,2024-04-05,Promoted,,2026-05-31
NX00783,49,46-55,Yes,Exited,Travel_Rarely,6590.91,Sales,6,2,Diploma,Business,1,10783,3,Male,4,4,Sales Manager,5,Single,145000,12-18 LPA,4,823.86,3,Y,No,13,13,4,3,160,2,18,6,70,3,3,2,3,2,2022-06-09,2026-04-19,Pune,Hybrid,Full-time,97,19,4,278000,LinkedIn,2022-10-01,Promoted,Personal Reasons,2026-05-31
NX00784,40,36-45,No,Active,Travel_Rarely,10136.36,Engineering,6,3,Bachelor's,Data Science,1,10784,5,Female,4,4,Senior Software Engineer,4,Single,223000,25+ LPA,6,1267.05,2,Y,Yes,24,11,2,4,160,2,13,4,30,4,4,4,1,1,2021-06-12,,Jaipur,Hybrid,Full-time,91,2,5,321000,Employee Referral,2025-02-16,Promoted,,2026-05-31
NX00785,37,36-45,No,Active,Travel_Rarely,5500.0,Sales,10,3,Bachelor's,Business,1,10785,3,Male,4,3,Account Manager,4,Single,121000,12-18 LPA,4,687.5,3,Y,No,0,9,2,5,160,2,10,2,22,3,2,2,2,1,2024-05-06,,Pune,On-site,Full-time,77,10,5,116000,Employee Referral,,Not Yet Promoted,,2026-05-31
NX00786,39,36-45,No,Active,Non-Travel,10477.27,Engineering,13,5,Doctorate,Computer Science,1,10786,3,Female,3,4,Engineering Manager,2,Single,230500,25+ LPA,6,1309.66,5,Y,No,0,7,2,5,160,1,17,3,32,4,8,3,2,0,2017-06-18,,Bengaluru,On-site,Full-time,73,4,2,332000,LinkedIn,2024-04-06,Promoted,,2026-05-31
NX00787,32,26-35,No,Active,Travel_Rarely,2727.27,Customer Success,18,2,Diploma,Commerce,1,10787,3,Female,3,2,Customer Success Associate,4,Married,60000,5-8 LPA,2,340.91,3,Y,Yes,19,17,4,4,160,1,9,4,39,3,2,1,2,1,2023-11-25,,Hyderabad,On-site,Full-time,62,14,4,65000,LinkedIn,,Not Yet Promoted,,2026-05-31
NX00788,32,26-35,No,Active,Travel_Rarely,6522.73,Engineering,10,2,Diploma,Computer Science,1,10788,5,Female,3,3,Data Engineer,3,Married,143500,12-18 LPA,4,815.34,3,Y,No,14,10,2,3,160,1,11,3,25,4,8,0,1,4,2017-10-21,,Hyderabad,Remote,Full-time,77,4,4,138000,Employee Referral,2024-11-09,Promoted,,2026-05-31
NX00789,27,26-35,No,Active,Travel_Rarely,1613.64,Customer Success,14,4,Master's,Commerce,1,10789,4,Female,4,1,Customer Success Associate,4,Married,35500,Below 5 LPA,1,201.7,1,Y,No,14,14,4,4,160,0,5,4,44,3,4,3,0,2,2021-05-31,,Bengaluru,Hybrid,Full-time,81,5,4,30000,Company Careers Page,2026-04-05,Promoted,,2026-05-31
NX00790,38,36-45,Yes,Exited,Travel_Rarely,6295.45,Sales,35,4,Master's,Marketing,1,10790,4,Female,4,3,Account Manager,2,Married,138500,12-18 LPA,4,786.93,6,Y,Yes,26,15,3,5,160,2,11,2,19,2,1,1,1,0,2022-06-15,2024-02-25,Hyderabad,Hybrid,Full-time,58,5,3,166000,Employee Referral,,Not Yet Promoted,Better Opportunity,2026-05-31
NX00791,25,18-25,No,Active,Travel_Frequently,2250.0,Engineering,3,3,Bachelor's,Computer Science,1,10791,3,Male,3,1,Software Engineer,3,Married,49500,5-8 LPA,2,281.25,0,Y,No,2,18,5,3,160,1,1,5,42,4,0,0,0,0,2025-05-31,,Hyderabad,Remote,Full-time,78,7,4,53000,Employee Referral,,Not Yet Promoted,,2026-05-31
NX00792,33,26-35,No,Active,Travel_Rarely,6454.55,Engineering,4,3,Bachelor's,Data Science,1,10792,3,Male,2,3,Software Engineer,3,Single,142000,12-18 LPA,4,806.82,2,Y,Yes,24,11,3,4,160,2,12,1,15,3,0,0,0,0,2025-06-04,,Gurugram,Hybrid,Full-time,62,1,3,170000,Job Portal,,Not Yet Promoted,,2026-05-31
NX00793,33,26-35,No,Active,Non-Travel,7302.27,Engineering,11,5,Doctorate,Computer Science,1,10793,2,Male,3,3,Data Engineer,5,Single,160650,18-25 LPA,5,912.78,3,Y,No,0,15,4,3,160,0,11,3,25,4,1,1,0,0,2024-06-28,,Mumbai,Remote,Contract,81,3,4,231000,LinkedIn,2025-06-28,Promoted,,2026-05-31
NX00794,29,26-35,No,Active,Travel_Rarely,3522.73,Engineering,12,3,Bachelor's,Computer Science,1,10794,5,Male,4,2,DevOps Engineer,2,Single,77500,8-12 LPA,3,440.34,1,Y,No,0,16,4,1,160,0,3,5,40,5,0,0,0,0,2026-01-25,,Bengaluru,On-site,Full-time,80,4,4,84000,Employee Referral,,Not Yet Promoted,,2026-05-31
NX00795,35,26-35,No,Active,Travel_Frequently,5704.55,Finance,11,3,Bachelor's,Finance,1,10795,5,Female,3,3,Senior Financial Analyst,3,Married,125500,12-18 LPA,4,713.07,2,Y,No,0,13,4,3,160,1,12,2,17,3,7,2,2,2,2018-10-09,,Chennai,Remote,Full-time,76,2,3,181000,Recruitment Agency,2023-08-16,Promoted,,2026-05-31
NX00796,24,18-25,No,Active,Travel_Rarely,1886.36,Operations,2,4,Master's,Business,1,10796,4,Male,5,1,Operations Executive,4,Single,41500,Below 5 LPA,1,235.8,1,Y,No,11,16,5,2,160,1,3,5,48,4,2,1,2,2,2023-11-26,,Gurugram,On-site,Full-time,89,6,5,45000,Employee Referral,,Not Yet Promoted,,2026-05-31
